ImageId,EncodedPixels
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,949 4 1470 1
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,30536 5 31052 10 31571 11 32090 11 32610 10
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,71020 2 71538 6 72056 8 72573 10 73091 12 73610 12 74129 12 74649 10 75172 2
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,76232 9 76748 15 77265 19 77783 21 78301 23 78818 26 79336 28 79854 29 80373 30 80892 30 81411 31 81929 33 82448 33 82966 34 83485 33
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,4095 9 4611 15 5130 17 5649 18 6167 20 6686 21 7204 22 7723 22 8241 23 8760 24 9279 25 9798 26 10317 27 10836 28 11355 28 11874 29 12394 29 12913 30 13433 29 13953 29 14472 29 14992 29 15511 30 16031 30 16551 29 17070 30 17590 29 18109 29 18628 29 19148 28 19667 27 20188 25 20708 23 21227 24 21747 23 22266 23 22785 23 23300 25 23817 25 24334 15 24354 3 24853 16 25372 16 25890 17 26409 17 26928 18 27447 18 27966 19 28485 20 29004 20 29522 21 30041 21 30561 20 31080 21 31600 20 32120 20 32627 1 32638 22 33145 36 33663 37 34182 38 34701 38 35219 39 35738 40 36257 39 36776 38 37296 37 37815 37 38335 36 38856 33 39377 30 39904 21 40424 19 40943 19 41462 18 41981 17 42500 15 43020 12 43541 7
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,46680 2 47196 10 47714 14 48232 17 48751 18 49270 19 49789 20 50308 20 50814 9 50825 22 51330 36 51849 37 52367 38 52886 39 53405 39 53923 40 54442 40 54959 42 55478 42 55997 42 56516 43 57035 42 57554 42 58074 42 58593 41 59112 41 59630 42 60149 41 60667 42 61186 40 61705 40 62224 35 62743 30 63262 29 63782 26 64301 26 64821 23 65340 22 65861 19 66381 16 66904 8
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,491 27 1010 28 1530 27 2049 27 2569 26 3089 25 3609 24 4128 24 4647 24 5167 23 5686 22 6205 10 6222 2 6724 8 7243 7 7767 1
ca20076870e8fb604e61802605a9ac45419c82dd3e23404c56c4869f9502a5ef,70582 1 71092 11 71609 14 72126 16 72642 19 73160 20 73678 21 74195 23 74713 24 75232 24 75750 25 76268 26 76786 27 77305 27 77823 28 78342 28 78861 28 79381 27 79901 26 80421 25 80941 24 81461 3 81466 18 81977 26 82495 27 83014 27 83533 26
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,28167 7 28423 8 28677 12 28933 13 29189 14 29445 14 29702 13 29959 12 30217 10 30474 9 30731 8 30988 6 31246 3
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,47625 6 47880 8 48135 10 48391 11 48646 12 48901 13 49157 13 49413 13 49669 12 49925 12 50181 11 50438 10 50696 6 50955 2
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,9767 13 10022 15 10276 19 10532 20 10787 21 11044 21 11301 20 11557 20 11816 16 12074 13 12335 7 12593 3
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,35124 4 35378 9 35633 10 35889 12 36145 12 36401 12 36657 12 36913 12 37169 12 37425 12 37682 11 37939 8 38196 6
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,45628 5 45883 7 46137 10 46393 11 46649 12 46904 13 47160 13 47416 13 47672 13 47928 13 48185 12 48442 11 48701 8 48959 5
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,19261 5 19516 8 19772 9 20028 11 20284 13 20540 14 20797 14 21053 14 21309 15 21566 14 21822 14 22079 13 22335 13 22591 13 22847 12 23105 9 23362 7
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,37459 2 37713 5 37967 8 38223 8 38478 9 38734 9 38990 9 39247 8 39505 4
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,22875 3 23128 9 23383 10 23639 10 23894 11 24149 11 24405 10 24662 7 24919 4
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,213 12 469 12 725 12 983 9
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,4155 1 4673 4 5192 7 5711 9 6230 10 6749 10 7267 12 7786 12 8305 12 8825 10 9344 9 9864 9 10385 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,521 4 1040 6 1559 6 2078 5 2598 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,46716 2 47234 4 47751 9 48270 9 48788 10 49308 9 49827 8 50345 9 50865 6 51384 7 51905 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,60732 10 61250 13 61767 17 62286 19 62805 19 63325 19 63845 18 64365 17 64884 18 65402 20 65921 21 66439 24 66957 27 67476 28 67995 28 68513 30 69032 30 69551 31 70070 31 70588 31 71108 32 71627 31 72146 32 72665 33 73184 33 73703 36 74222 41 74741 44 75261 43 75780 43 76300 42 76819 42 77338 42 77856 43 78375 44 78895 42 79414 42 79934 41 80454 38 80976 35 81496 31 82017 27 82537 24 83057 20
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,54501 6 55020 6 55539 6
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,30115 4 30634 5 31153 7 31672 8 32191 9 32711 9 33230 14 33750 13 34270 12 34790 12 35309 12 35828 13 36348 11 36868 10 37389 9 37910 9 38429 9 38949 8 39469 8 39988 8 40507 8 41026 11 41545 11 42065 10 42584 12 43104 10 43623 12 44143 11 44663 9 45182 10 45703 6 46221 8 46740 7 47259 7 47777 8 48295 9 48813 10 49332 11 49850 12 50368 14 50887 15 51406 17 51925 18 52445 18 52964 19 53484 17 54003 17 54523 16 55043 15 55562 15 56081 15 56601 14 57120 14 57639 14 58158 15 58677 15 59196 16 59715 17 60236 15 60756 13 61276 9 61797 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,48 14 565 19 1084 19 1584 5 1603 18 2102 8 2122 17 2620 10 2643 14 3139 11 3161 15 3658 12 3680 16 4177 12 4200 16 4697 11 4719 17 5216 11 5240 14 5735 12 5759 14 6254 13 6278 14 6773 13 6797 14 7291 14 7315 16 7808 15 7833 17 8326 17 8352 17 8844 20 8871 16 9363 22 9390 16 9882 22 9910 14 10401 25 10429 15 10922 40 11442 39 11962 38 12481 37 13000 37 13520 36 14040 35 14561 33 15082 29 15603 26 16123 23 16642 22 17162 20 17683 17 18204 15 18725 12 19245 10
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,25466 2
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,62838 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,31706 11 32223 15 32742 15 33259 18 33777 19 34296 19 34815 19 35334 19 35853 19 36372 20 36891 20 37410 20 37930 19 38449 19 38969 18 39489 17 40008 17 40527 17 41047 16 41568 15 42088 14 42608 13 43127 14 43646 14 44165 14 44684 13 45203 14 45722 13 46241 13 46760 12 47279 12 47798 12 48316 13 48835 13 49353 14 49873 13 50392 13 50912 13 51431 13 51950 15 52469 16 52987 19 53511 16 54032 14 54551 14 55069 14 55587 13 56106 11 56625 8 57144 6 57663 4 58181 4 58699 5 59216 7 59734 9 60253 11 60772 10 60803 4 61291 12 61322 1 61810 14 61841 2 62330 16 62359 3 62848 22 62878 1 63367 34 63886 26 63913 7 64405 34 64924 35 65443 22 65467 11 65961 20 65983 15 66480 18 66505 12 66998 19 67025 11 67517 18 67544 12 68038 15 68064 10 68557 16 68582 11 69076 15 69102 9 69596 14 69621 8 70115 15 70140 7 70634 14 70661 5 71153 15 71179 6 71672 16 71699 4 72192 16 72216 6 72712 16 72729 13 73231 29 73751 29 74280 19 74800 17 75319 17 75837 18 76356 18 76875 18 77393 19 77912 20 78431 20 78950 20 79469 20 79989 19 80508 19 81028 19 81547 20 82067 19 82586 19 83106 17
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,6833 9 7349 14 7867 14 8386 15 8905 15 9424 15 9943 16 10462 15 10980 17 11499 17 12018 17 12535 20 13054 19 13573 20 14091 21 14610 20 15129 21 15647 21 16166 21 16685 21 17204 21 17723 21 18242 21 18761 21 19280 21 19798 21 20317 22 20835 23 21354 23 21873 23 22391 24 22911 23 23430 23 23950 22 24469 22 24987 23 25506 23 26024 23 26541 25 27058 26 27574 29 28092 31 28608 34 29127 33 29646 8 29660 18 30165 6 30180 16 30699 16 31218 15 31737 15 32256 15 32775 15 33294 15 33813 15 34332 15 34851 15 35370 15 35889 15 36409 13 36930 10 37450 7
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,54055 2 54570 11 55089 12 55608 11 56127 10 56647 8 57168 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,49923 2 50438 8 50956 10 51474 11 51992 13 52510 14 53029 14 53548 14 54066 16 54585 16 55104 16 55624 15 56145 13 56664 13 57184 12 57703 12 58222 12 58741 11 59260 11 59778 12 60297 11 60816 12 61335 11 61853 12 62372 13 62892 11 63411 13 63930 13 64449 13 64968 14 65487 15 66005 16 66524 16 67042 17 67560 18 68079 19 68597 20 69117 19 69636 20 70155 20 70674 20 71193 20 71712 20 72231 20 72750 20 73269 20 73789 19 74308 19 74828 18 75347 18 75866 18 76384 18 76904 17 77424 16 77944 14 78465 7
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,120 9 635 16 1153 18 1672 19 2191 20 2710 19 3229 19 3748 20 4267 20 4786 21 5305 21 5824 21 6343 20 6862 20 7383 17 7902 17 8421 16 8939 18 9458 18 9977 17 10496 17 11014 18 11533 19 12052 20 12571 20 13090 21 13608 22 14127 22 14646 22 15165 22 15684 22 16203 22 16722 22 17242 22 17761 21 18280 22 18798 24 19316 25 19833 13 19851 9 20352 12 20870 13 21389 13 21907 15 22426 15 22945 15 23464 14 23984 12 24503 11 25022 12 25543 11 26064 17 26585 16 27104 15 27623 15 28141 11 28659 9 29176 7 29692 7 30209 9 30727 9 31245 10 31763 11 32281 12 32800 12 33319 14 33839 16 34358 21 34878 23 35398 23 35918 23 36439 21 36959 20 37477 22 37996 21 38515 22 39035 20 39554 20 40073 21 40592 21 41111 21 41630 21 42149 21 42668 22 43187 21 43706 22 44225 22 44744 22 45263 23 45782 22 46302 21 46821 21 47340 21 47859 21 48379 19 48898 18 49418 16 49939 13 50460 9
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,72796 1 73313 5 73830 9 74348 12 74867 15 75386 16 75905 19 76424 21 76943 24 77463 26 77982 28 78501 29 79020 29 79539 30 80058 30 80578 29 81098 28 81617 29 82137 27 82655 28 83175 25
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,32312 4 32832 3 33348 9 33869 5 34390 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,18319 5 18832 12 19348 15 19864 20 20383 20 20902 20 21421 20 21941 19 22460 19 22981 17 23500 16 24020 15 24539 15 25058 15 25578 14 26097 14 26617 13 27138 10 27657 9 28177 7 28697 3
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,33367 7 33885 8 34403 10 34921 12 35439 13 35958 14 36477 14 36995 15 37514 16 38033 16 38552 16 39070 18 39589 18 40109 17 40628 18 41147 18 41667 17 42186 17 42705 17 43224 17 43743 18 44262 18 44781 18 45300 19 45819 19 46338 19 46857 19 47376 19 47895 19 48414 19 48933 19 49452 19 49971 19 50490 20 51009 20 51528 20 52048 20 52568 18 53088 18 53608 17 54128 16 54648 16 55169 14 55689 11
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,159 11 676 14 1194 15 1712 16 2231 16 2750 15 3268 18 3786 19 4305 20 4823 22 5342 21 5860 23 6379 23 6898 22 7417 23 7935 22 8454 22 8973 22 9492 21 10011 21 10530 20 11049 19 11568 19 12087 18 12606 18 13126 17 13645 17 14164 17 14683 16 15202 16 15721 15 16241 12 16761 10 17283 4
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,32330 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,182 24 213 2 701 38 1221 37 1740 37 2261 36 2779 36 3299 36 3818 37 4336 39 4858 36 5375 39 5895 37 6414 36 6932 38 7456 32 7980 27 8502 22 9019 23 9537 23 10054 24 10572 25 11090 26 11607 27 12125 29 12643 30 13162 32 13680 33 14198 34 14716 35 15234 33 15752 33 16269 34 16788 32 17306 30 17825 18 18344 21 18862 19 19381 17 19900 16 20417 16 20937 15 21456 15 21975 15 22494 16 23013 15 23533 14 24051 14 24569 13 25089 12 25607 12 26127 10 26644 11 27157 14 27675 12 28194 12 28715 8 29237 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,17355 8 17871 13 18389 15 18907 17 19425 18 19945 16 20463 17 20981 16 21500 16 22018 17 22536 18 23055 18 23574 18 24093 18 24612 18 25131 18 25650 17 26170 16 26689 16 27207 17 27726 18 28245 17 28764 17 29283 17 29801 18 30320 18 30838 18 31356 19 31874 20 32391 22 32910 22 33428 22 33947 21 34465 22 34983 21 35500 22 36021 18 36540 16 37059 15 37577 15 38095 15 38611 16 39128 16 39645 17 40163 17 40682 16 41178 11 41202 14 41696 13 41722 11 42214 15 42239 10 42733 18 42753 12 43252 33 43772 32 44292 31 44814 28 45333 27 45851 29 46370 29 46889 30 47408 30 47927 30 48447 29 48966 29 49486 29 50006 29 50526 28 51045 29 51564 29 52083 29 52603 27 53122 25 53641 26 54162 24 54682 24 55202 24 55723 22 56244 20 56765 16 57287 11
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,46938 5 47454 10 47972 11 48491 11 49010 10 49530 9 50052 6 50572 2
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,40741 12 41257 16 41773 20 42291 22 42809 23 43327 24 43844 27 44362 30 44879 34 45398 36 45917 37 46436 37 46956 36 47476 37 47996 36 48515 36 49034 36 49553 18 49572 17 50072 36 50591 36 51109 38 51627 39 52146 39 52665 39 53184 40 53703 40 54223 40 54743 39 55262 40 55781 18 55800 21 56300 40 56819 18 56838 21 57339 16 57357 21 57859 15 57877 21 58379 13 58396 20 58899 36 59418 36 59937 36 60456 36 60976 35 61494 38 62011 40 62529 42 63047 14 63062 29 63566 12 63585 24 64085 12 64104 24 64603 13 64625 22 65121 14 65146 20 65640 14 65667 18 66158 14 66188 18 66677 12 66708 18 67196 11 67228 20 67714 10 67749 21 68233 10 68270 21 68750 11 68793 19 69269 11 69317 12 69787 12 69839 8 70305 12 70359 6 70824 12 70879 2 71342 12 71396 4 71859 13 71915 3 72377 11 72432 5 72894 11 72948 8 73413 10 73464 11 73930 12 73982 12 74449 12 74501 12 74968 12 75019 12 75486 11 75535 15 76005 10 76052 17 76523 11 76557 32 77041 12 77074 12 77089 19 77560 12 77592 12 77610 17 78079 12 78111 13 78129 18 78598 12 78630 12 78648 18 79118 11 79149 11 79168 17 79640 2 79670 9 79688 15 80190 5 80209 12 80731 7
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,282 20 801 24 1276 16 1320 25 1794 19 1839 25 2312 21 2359 24 2832 21 2880 22 3350 24 3399 22 3870 24 3918 22 4389 26 4436 22 4909 27 4954 22 5429 28 5474 20 5949 29 5991 22 6469 33 6509 22 6989 38 7030 19 7509 58 8029 56 8548 55 9068 52 9589 47 10109 42 10628 43 11147 43 11666 44 12184 45 12703 45 13220 47 13739 46 14257 45 14776 43 15294 42 15813 42 16332 41 16851 41 17371 40 17890 40 18410 39 18930 38 19450 37 19969 37 20489 36 21008 18 21027 17 21527 17 21547 14 22047 15 22068 9 22566 14 23085 13 23606 10 24127 5
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,77062 1 77580 3 78097 6 78613 11 79130 14 79649 15 80168 15 80686 16 81204 16 81720 17 82239 16 82758 15 83279 11
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,76023 2
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,38148 4 38667 3 39187 1
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,360 30 878 34 1397 35 1915 37 2434 37 2953 37 3468 41 3981 46 4498 48 5016 47 5536 45 6055 41 6575 37 7094 37 7612 39 8131 40 8650 41 9169 41 9688 42 10207 42 10726 42 11245 42 11765 42 12284 42 12802 44 13320 45 13838 47 14356 50 14874 54 15393 58 15912 60 16430 63 16949 65 17468 66 17987 68 18467 6 18506 70 18984 9 19026 70 19501 12 19529 8 19545 72 20020 13 20044 15 20064 73 20538 15 20562 18 20583 16 20602 56 21057 15 21081 22 21104 75 21576 15 21600 99 22095 16 22119 25 22146 74 22614 16 22639 23 22667 73 23134 16 23156 26 23186 74 23654 15 23674 12 23687 14 23706 32 23740 42 24174 14 24192 11 24209 10 24227 30 24262 40 24693 14 24710 10 24731 8 24750 26 24782 40 25210 16 25228 11 25250 7 25271 23 25299 43 25729 16 25747 10 25770 9 25790 22 25822 39 26248 17 26266 11 26289 9 26309 22 26342 40 26766 18 26785 11 26808 10 26828 21 26862 39 27286 17 27306 10 27327 10 27346 21 27382 39 27805 31 27848 8 27865 20 27901 40 28324 19 28346 9 28367 10 28384 20 28421 39 28845 28 28887 9 28903 20 28940 40 29364 28 29405 11 29423 19 29461 38 29882 29 29922 12 29943 18 29983 35 30400 30 30440 11 30463 17 30503 35 30918 31 30960 11 30982 18 31023 33 31437 30 31502 17 31543 33 31957 28 32021 17 32063 32 32476 31 32540 17 32583 31 32995 21 33021 6 33060 16 33103 31 33514 20 33538 8 33579 16 33622 31 34032 20 34059 6 34098 16 34142 30 34551 20 34579 5 34617 16 34662 30 35070 20 35098 6 35135 16 35182 29 35588 21 35618 6 35654 16 35702 28 36107 20 36136 8 36172 16 36221 28 36625 21 36655 9 36690 15 36741 27 37144 20 37174 10 37208 15 37260 27 37663 20 37694 13 37726 15 37779 26 38181 20 38213 14 38245 15 38299 25 38700 21 38732 15 38764 15 38818 25 39219 22 39251 14 39283 15 39338 23 39737 24 39770 14 39802 14 39859 20 40256 25 40289 14 40320 15 40379 18 40775 24 40808 14 40839 14 40905 13 41294 23 41327 15 41358 14 41424 15 41813 21 41844 17 41877 13 41942 18 42332 19 42358 22 42395 14 42461 19 42851 17 42875 26 42914 14 42979 21 43371 16 43394 26 43432 15 43496 23 43890 14 43913 28 43952 13 44014 25 44410 13 44432 28 44472 10 44532 26 44932 9 44951 28 44993 6 45050 27 45470 29 45569 28 45990 29 46087 30 46509 29 46606 31 47028 30 47124 33 47547 31 47643 33 48068 29 48165 31 48587 30 48684 33 49092 2 49105 31 49204 33 49607 11 49625 30 49724 32 50125 13 50146 27 50243 33 50644 14 50666 26 50762 32 51163 14 51187 23 51282 32 51682 13 51706 23 51797 35 52201 13 52226 22 52313 38 52720 13 52747 20 52831 39 53239 13 53268 19 53349 17 53372 16 53758 13 53787 21 53868 15 53891 16 54277 14 54306 23 54386 15 54410 16 54796 16 54823 25 54905 14 54928 17 55315 16 55341 27 55423 14 55446 18 55834 17 55861 27 55942 14 55965 18 56353 18 56382 25 56461 14 56484 18 56872 19 56901 26 56980 14 57004 17 57391 20 57421 26 57500 14 57523 16 57911 20 57941 25 58019 15 58041 17 58430 20 58460 25 58538 17 58559 18 58949 21 58979 26 59058 14 59078 17 59470 20 59498 26 59579 9 59598 16 59989 22 60017 26 60120 12 60509 22 60536 26 60644 6 61028 22 61053 28 61547 22 61572 27 62067 32 62105 12 62586 32 62626 8 63106 31 63626 31 64146 22 64170 7 64665 22 65184 22 65703 21 66223 20 66743 17 67263 16 67783 15 68304 11 68823 13 69342 12 69861 12 70380 13 70899 13 71417 14 71935 15 72453 15 72971 15 73489 14 74007 15 74526 15 75045 16 75564 16 76084 15 76603 16 77123 16 77643 16 78162 17 78682 16 79201 16 79720 17 80240 16 80760 15 81281 14 81800 15 82319 16 82839 15 83359 13
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,327 1 840 12 1357 15 1875 17 2394 17 2913 17 3431 18 3950 18 4469 18 4988 18 5507 19 6026 19 6545 19 7064 19 7583 19 8102 18 8621 19 9140 18 9660 15 10179 14 10700 11 11220 9 11740 7
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,46046 12 46563 17 47081 20 47599 23 48118 24 48636 26 49154 28 49671 30 50189 32 50707 33 51227 32 51746 14 51763 15 52265 13 52282 15 52784 13 52801 14 53303 14 53320 15 53823 13 53840 13 54342 13 54360 12 54862 15 54880 11 55384 26 55903 26 56422 25 56941 25 57461 24 57981 22 58501 22 59022 20 59542 19 60062 18 60580 19 61097 21 61612 25 62128 27 62645 29 63163 30 63682 29 64200 27 64703 6 64718 27 65219 11 65236 26 65736 45 66253 18 66274 27 66771 50 67290 51 67808 33 67842 18 68327 52 68846 52 69365 52 69884 52 70403 52 70922 52 71442 51 71961 52 72480 52 72999 52 73518 53 74038 52 74557 52 75076 52 75596 52 76115 55 76635 16 76657 41 77154 15 77177 42 77676 9 77696 44 78216 44 78735 44 79257 22 79284 15 79777 21 79804 14 80297 20 80323 14 80817 19 80839 18 81338 14 81358 19 81865 3 81877 20 82395 21 82913 21 83433 19
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,32524 4 33039 9 33557 12 34075 13 34594 13 35114 12 35634 10 36155 9 36675 7 37196 2
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,81834 12 82352 16 82871 17 83391 15
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,81916 1 82435 2
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,64301 4 64820 4 65338 4 65854 8 66370 11 66888 13 67406 16 67925 16 68444 17 68963 17 69482 17 70000 18 70519 19 71038 20 71557 19 72075 21 72594 21 73113 21 73631 23 74151 22 74670 22 75190 22 75709 22 76229 21 76748 21 77267 21 77786 21 78305 21 78825 20 79344 20 79864 19 80384 18 80904 17 81423 17 81942 18 82462 17 82982 15 83503 12
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,7203 12 7721 15 8240 16 8759 17 9278 19 9798 19 10317 21 10838 21 11358 21 11878 21 12398 21 12919 20 13439 18 13961 13 14484 7
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,34720 9 35237 12 35755 14 36274 16 36794 15 37314 15 37834 13 38355 12 38876 10 39397 7 39917 6 40439 2
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,54968 3 55486 4 56005 4 56524 3 57043 2 57562 2 58082 1 58600 2
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,52936 1 53449 8 53964 13 54481 15 54999 16 55517 17 56035 18 56552 20 57071 20 57590 20 58109 20 58628 20 59147 20 59665 21 60183 22 60701 23 61219 24 61738 24 62257 24 62776 24 63295 24 63814 24 64333 24 64853 23 65372 23 65891 23 66411 22 66931 21 67451 20 67972 17 68497 11 69017 10 69536 10 70055 10 70574 10 71094 9 71613 9 72132 10 72650 11 73168 12 73687 12 74205 13 74722 15 75240 16 75758 17 76276 18 76794 19 77312 19 77830 20 78349 20 78868 20 79387 20 79905 21 80423 22 80942 21 81460 21 81979 21 82498 20 83017 19 83537 16
a984e7fb886aa02e29d112766d3ce26a4f78eac540ce7bbdbd42af2761928f6d,9848 7 10364 15 10881 18 11399 19 11918 19 12437 19 12956 20 13475 20 13994 20 14513 20 15032 20 15551 20 16070 20 16590 19 17109 19 17628 19 18146 20 18666 19 19185 19 19706 17 20226 16 20745 16 21264 16 21784 15 22304 14 22824 13 23343 13 23863 12 24382 12 24901 12 25420 12 25939 12 26459 11 26979 10 27499 9 28019 8 28538 8 29058 7 29577 7 30096 6 30616 5 31135 5 31653 6 32171 8 32690 8 33208 9 33726 10 34245 10 34765 9 35284 9 35803 9 36323 8 36842 8 37361 8 37880 8 38399 8 38918 8 39438 6 39958 5 40479 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,20282 1 20541 3 20801 3 21061 2 21322 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,26002 2 26261 4 26521 5 26781 6 27041 6 27301 6 27561 5 27822 4
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,30167 2 30424 6 30683 7 30942 7 31201 8 31461 8 31721 7 31981 7 32241 6 32501 6 32762 3 33023 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,34582 3 34841 4 35101 5 35361 7 35621 8 35881 8 36141 9 36401 9 36661 9 36921 9 37181 9 37442 8 37702 7 37963 6
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,62682 3 62941 4 63199 7 63450 6 63458 8 63702 2 63710 16 63962 3 63969 17 64221 5 64228 18 64481 25 64741 24 65001 24 65261 23 65521 22 65781 21 66041 22 66301 22 66562 22 66822 23 67082 23 67342 23 67603 23 67867 19 68128 19 68394 13 68656 11 68919 8 69182 3
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,74621 3 74881 4 75141 4 75401 5 75661 5 75921 4 76181 4 76441 4 76702 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,86842 1 87101 3 87361 4 87621 4 87881 4 88141 4 88401 4 88661 4 88921 4 89182 3 89442 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,81122 1 81382 2 81642 3 81902 3 82162 3 82422 3 82683 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,21072 1 21330 4 21589 6 21849 6 22108 7 22368 7 22627 8 22887 8 23146 9 23406 9 23666 9 23926 9 24186 9 24448 7 24709 6
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,77749 4 78008 5 78267 7 78526 9 78786 9 79046 9 79307 8 79567 7 79829 4 80090 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,55658 3 55917 5 56176 6 56436 6 56695 7 56954 8 57213 8 57473 8 57733 8 57993 7 58254 5
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,59042 7 59300 9 59559 10 59818 11 60077 12 60334 15 60593 16 60853 15 61113 14 61373 5 61384 2 61634 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,14588 1 14843 7 15101 10 15359 12 15617 14 15876 15 16135 15 16395 15 16655 14 16915 13 17175 12 17436 10 17697 7 17958 5
